Cu1,Zn1,Pd1,Ag1,Au1,Cu2,Zn2,Pd2,Ag2,Au2,Cu3,Zn3,Pd3,Ag3,Au3,E_ads
0,2,1,0,1,0,0,0,1,3,2,0,1,0,0,-0.203298
0,0,2,1,1,0,0,0,1,3,1,2,0,0,0,-0.191968
3,1,0,0,0,0,0,0,1,3,0,1,1,1,0,-0.209008
0,2,2,0,0,0,0,0,2,2,3,0,0,0,0,-0.204318
0,3,1,0,0,0,0,0,2,2,1,0,1,0,1,-0.197298
0,2,2,0,0,0,0,0,2,2,1,1,0,0,1,-0.204298
1,1,0,1,1,0,1,0,1,2,1,0,2,0,0,-0.168788
1,2,0,0,1,0,1,0,1,2,1,0,1,1,0,-0.175278
0,1,1,1,1,1,0,0,1,2,0,2,1,0,0,-0.189458
0,1,1,1,1,0,0,1,2,1,2,0,0,0,1,-0.192958
0,3,0,0,1,0,0,1,2,1,1,0,1,1,0,-0.190908
1,1,1,0,1,0,1,0,2,1,2,0,1,0,0,-0.196608
1,1,1,0,1,0,1,0,2,1,1,0,2,0,0,-0.193948
0,3,0,0,1,1,0,0,2,1,0,0,2,0,1,-0.193368
2,0,0,1,1,0,1,1,1,1,0,1,2,0,0,-0.171188
0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,-0.205618
1,2,1,0,0,0,0,0,2,2,3,0,0,0,0,-0.175898
1,1,2,0,0,0,0,0,2,2,3,0,0,0,0,-0.198838
0,1,1,1,1,0,0,1,1,2,3,0,0,0,0,-0.200598
0,0,2,1,1,0,1,0,0,3,2,1,0,0,0,-0.184518
1,1,0,2,0,0,1,0,0,3,2,0,1,0,0,-0.179638
1,0,2,1,0,0,1,0,0,3,2,1,0,0,0,-0.228078
0,3,0,1,0,1,0,0,0,3,2,0,1,0,0,-0.195498
0,1,1,1,1,0,0,0,2,2,2,0,1,0,0,-0.193578
1,0,1,2,0,0,1,0,0,3,1,1,0,1,0,-0.190208
1,0,1,2,0,0,1,0,0,3,1,0,1,1,0,-0.188038
1,0,0,3,0,0,1,0,0,3,1,1,1,0,0,-0.178248
0,0,1,3,0,0,1,0,0,3,1,0,2,0,0,-0.183808
0,2,1,0,1,1,0,0,0,3,1,0,1,1,0,-0.197818
3,0,1,0,0,0,0,0,1,3,0,3,0,0,0,-0.199298
1,0,0,3,0,0,0,1,0,3,0,3,0,0,0,-0.180308
0,0,2,2,0,1,0,0,0,3,0,3,0,0,0,-0.204218
2,0,1,0,1,0,0,1,1,2,0,3,0,0,0,-0.204528
1,1,1,1,0,1,0,0,1,2,1,2,0,0,0,-0.202948
1,0,3,0,0,1,0,0,1,2,1,2,0,0,0,-0.219708
2,0,2,0,0,0,1,0,2,1,1,2,0,0,0,-0.207738
2,0,1,1,0,0,1,0,2,1,1,2,0,0,0,-0.215228
0,0,2,1,1,1,0,0,2,1,1,2,0,0,0,-0.190458
1,1,1,0,1,1,0,1,2,0,2,1,0,0,0,-0.187148
1,0,2,1,0,1,0,0,1,2,0,1,1,0,1,-0.228998
1,0,2,1,0,1,0,0,1,2,0,1,0,1,1,-0.228648
1,0,1,1,1,0,1,1,0,2,0,1,0,2,0,-0.170758
1,0,0,2,1,0,1,1,0,2,0,1,2,0,0,-0.168758
2,2,0,0,0,0,0,0,1,3,0,0,3,0,0,-0.187108
0,3,0,1,0,1,0,0,2,1,0,0,3,0,0,-0.197318
0,2,0,2,0,1,1,0,1,1,0,0,3,0,0,-0.179178
0,0,0,3,1,3,1,0,0,0,0,0,3,0,0,-0.171258
2,1,1,0,0,0,1,0,1,2,0,1,2,0,0,-0.178988
2,2,0,0,0,0,0,0,3,1,1,0,2,0,0,-0.189778
2,1,1,0,0,0,1,1,0,2,0,0,2,1,0,-0.174248
2,0,0,2,0,1,1,0,0,2,0,0,2,0,1,-0.177488
1,1,0,2,0,1,1,0,0,2,0,0,2,0,1,-0.172278
1,0,0,2,1,0,0,2,0,2,1,1,1,0,0,-0.165508
0,1,1,0,2,1,0,0,1,2,0,1,1,1,0,-0.212628
2,0,1,0,1,1,0,0,2,1,0,1,1,0,1,-0.204038
0,1,0,2,1,1,1,0,1,1,0,1,1,0,1,-0.174328
0,1,2,1,0,2,0,1,0,1,0,1,1,1,0,-0.223458
2,2,0,0,0,0,0,1,0,3,0,0,0,3,0,-0.191098
2,0,0,0,2,0,1,2,1,0,0,0,0,3,0,-0.192738
1,0,1,0,2,1,1,1,1,0,0,0,0,3,0,-0.201368
0,0,3,0,1,3,1,0,0,0,0,0,0,3,0,-0.207638
1,1,2,0,0,0,1,0,1,2,0,0,1,2,0,-0.191668
1,1,1,0,1,2,0,0,1,1,0,1,0,2,0,-0.187518
1,1,1,1,0,0,1,0,1,2,1,0,0,2,0,-0.206498
3,0,1,0,0,0,1,1,1,1,0,0,0,2,1,-0.198078
2,1,1,0,0,0,1,1,1,1,0,0,0,2,1,-0.180528
1,2,0,1,0,1,0,2,0,1,0,0,2,1,0,-0.178998
1,2,1,0,0,0,0,1,1,2,0,1,1,1,0,-0.174478
0,3,1,0,0,0,1,0,1,2,1,0,1,1,0,-0.193328
2,2,0,0,0,0,1,1,0,2,1,0,1,1,0,-0.191508
3,1,0,0,0,0,1,2,0,1,0,0,1,1,1,-0.193378
1,2,1,0,0,0,0,1,2,1,0,0,0,0,3,-0.178668
2,1,1,0,0,0,1,1,1,1,0,0,0,0,3,-0.181368
1,2,1,0,0,1,0,2,1,0,0,0,0,0,3,-0.174288
0,1,0,3,0,3,0,1,0,0,0,0,0,0,3,-0.178178
1,2,1,0,0,0,1,1,1,1,0,0,0,1,2,-0.180968
1,0,0,2,1,0,2,1,0,1,0,0,1,0,2,-0.165568
2,1,1,0,0,0,1,0,3,0,0,1,0,0,2,-0.184598
1,1,0,2,0,0,1,2,0,1,1,0,0,0,2,-0.173138
0,2,1,1,0,1,1,2,0,0,1,0,0,0,2,-0.205528
2,0,0,1,1,1,1,1,0,1,0,0,1,1,1,-0.168898
1,0,3,0,0,0,2,0,1,1,0,1,0,1,1,-0.211728
1,1,1,1,0,0,1,1,0,2,1,0,0,1,1,-0.206908
0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-0.186878
1,2,0,0,1,0,1,0,3,0,0,0,2,0,1,-0.177658
4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,-0.166708
0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,-0.161856
0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,-0.202178
