Cu1,Zn1,Pd1,Ag1,Au1,Cu2,Zn2,Pd2,Ag2,Au2,Cu3,Zn3,Pd3,Ag3,Au3,E_ads
0,0,0,2,2,1,2,1,0,0,3,0,0,0,0,-3.026857
2,0,0,1,1,0,2,1,1,0,0,0,1,0,2,-3.243767
2,0,0,1,1,0,2,1,0,1,0,0,2,1,0,-3.234717
1,0,1,1,1,0,2,1,1,0,1,0,0,2,0,-3.168297
1,0,1,1,1,0,2,1,0,1,1,2,0,0,0,-3.098347
2,0,0,0,2,0,0,0,4,0,0,2,1,0,0,-3.059257
1,0,1,0,2,0,0,0,4,0,1,1,1,0,0,-3.044077
0,2,2,0,0,0,0,0,4,0,2,0,0,0,1,-3.463067
2,1,1,0,0,0,0,0,4,0,0,1,0,0,2,-3.097867
2,0,2,0,0,0,0,0,4,0,0,2,0,0,1,-3.369857
2,1,1,0,0,0,0,0,4,0,0,0,1,0,2,-3.104797
1,0,0,0,3,0,0,1,3,0,1,1,1,0,0,-3.044917
1,1,0,0,2,0,0,1,3,0,1,0,1,1,0,-3.063437
2,1,0,0,1,0,0,1,3,0,0,2,0,0,1,-3.117227
2,1,0,0,1,0,0,1,3,0,0,0,2,0,1,-3.1767914
1,1,2,0,0,0,0,1,3,0,1,0,0,0,2,-3.449067
1,1,2,0,0,0,0,1,3,0,0,1,0,0,2,-3.466627
0,0,0,0,4,0,0,2,2,0,2,1,0,0,0,-3.044237
2,0,1,0,1,0,0,2,2,0,0,2,1,0,0,-3.373937
1,1,0,0,2,1,0,1,2,0,0,0,1,1,1,-3.064017
0,0,1,1,2,0,2,0,2,0,3,0,0,0,0,-3.021877
0,2,1,1,0,1,1,0,2,0,1,0,1,0,1,-3.578177
2,0,0,1,1,1,0,0,2,1,0,1,1,0,1,-3.162517
0,0,1,0,3,0,1,2,1,0,3,0,0,0,0,-3.031037
0,1,1,0,2,1,0,2,1,0,0,1,1,1,0,-3.050097
0,0,2,0,2,1,0,2,1,0,1,1,0,1,0,-3.051407
1,0,0,1,2,0,0,2,1,1,0,2,0,1,0,-3.061427
1,0,0,1,2,0,0,2,1,1,0,3,0,0,0,-3.061257
2,0,1,0,1,0,0,2,1,1,1,2,0,0,0,-3.257317
2,1,1,0,0,0,0,0,0,4,0,1,1,1,0,-3.150007
1,0,1,2,0,0,0,0,0,4,1,1,1,0,0,-3.114687
0,2,1,1,0,0,0,0,0,4,2,0,0,1,0,-3.461177
0,2,0,2,0,0,0,0,0,4,2,0,1,0,0,-3.1672733
0,1,2,1,0,0,0,0,0,4,2,1,0,0,0,-3.122617
0,1,1,2,0,0,0,0,0,4,2,0,1,0,0,-3.095627
1,2,0,0,1,0,0,0,1,3,1,0,1,1,0,-3.129227
1,1,1,0,1,0,0,0,1,3,1,0,1,1,0,-3.496137
1,0,1,1,1,0,0,0,1,3,0,2,1,0,0,-3.112467
0,2,1,0,1,0,0,0,1,3,2,0,1,0,0,-3.437467
0,0,2,1,1,0,0,0,1,3,1,2,0,0,0,-3.096777
3,1,0,0,0,0,0,0,1,3,0,1,1,1,0,-3.432807
0,2,2,0,0,0,0,0,2,2,3,0,0,0,0,-3.239947
0,3,1,0,0,0,0,0,2,2,1,0,1,0,1,-3.121937
0,2,2,0,0,0,0,0,2,2,1,1,0,0,1,-3.488417
1,1,0,1,1,0,1,0,1,2,1,0,2,0,0,-3.140897
1,2,0,0,1,0,1,0,1,2,1,0,1,1,0,-3.127367
0,1,1,1,1,1,0,0,1,2,0,2,1,0,0,-3.107027
0,1,1,1,1,0,0,1,2,1,2,0,0,0,1,-3.085877
0,3,0,0,1,0,0,1,2,1,1,0,1,1,0,-3.112217
1,1,1,0,1,0,1,0,2,1,2,0,1,0,0,-3.457597
1,1,1,0,1,0,1,0,2,1,1,0,2,0,0,-3.3118672
0,3,0,0,1,1,0,0,2,1,0,0,2,0,1,-3.121617
2,0,0,1,1,0,1,1,1,1,0,1,2,0,0,-3.167607
0,2,2,0,0,0,0,0,1,3,3,0,0,0,0,-3.264687
1,2,1,0,0,0,0,0,2,2,3,0,0,0,0,-3.094627
1,1,2,0,0,0,0,0,2,2,3,0,0,0,0,-3.319387
0,1,1,1,1,0,0,1,1,2,3,0,0,0,0,-3.082727
0,0,2,1,1,0,1,0,0,3,2,1,0,0,0,-3.096367
1,1,0,2,0,0,1,0,0,3,2,0,1,0,0,-3.162897
1,0,2,1,0,0,1,0,0,3,2,1,0,0,0,-3.115177
0,3,0,1,0,1,0,0,0,3,2,0,1,0,0,-3.127657
0,1,1,1,1,0,0,0,2,2,2,0,1,0,0,-3.084857
1,0,1,2,0,0,1,0,0,3,1,1,0,1,0,-3.124007
1,0,1,2,0,0,1,0,0,3,1,0,1,1,0,-3.113557
1,0,0,3,0,0,1,0,0,3,1,1,1,0,0,-3.092037
0,0,1,3,0,0,1,0,0,3,1,0,2,0,0,-3.069987
0,2,1,0,1,1,0,0,0,3,1,0,1,1,0,-3.555147
3,0,1,0,0,0,0,0,1,3,0,3,0,0,0,-3.266817
1,0,0,3,0,0,0,1,0,3,0,3,0,0,0,-3.089847
0,0,2,2,0,1,0,0,0,3,0,3,0,0,0,-3.092437
2,0,1,0,1,0,0,1,1,2,0,3,0,0,0,-3.256867
1,1,1,1,0,1,0,0,1,2,1,2,0,0,0,-3.396257
1,0,3,0,0,1,0,0,1,2,1,2,0,0,0,-3.120277
2,0,2,0,0,0,1,0,2,1,1,2,0,0,0,-3.333627
2,0,1,1,0,0,1,0,2,1,1,2,0,0,0,-3.277727
0,0,2,1,1,1,0,0,2,1,1,2,0,0,0,-3.080877
1,1,1,0,1,1,0,1,2,0,2,1,0,0,0,-3.353047
1,0,2,1,0,1,0,0,1,2,0,1,1,0,1,-3.301057
1,0,2,1,0,1,0,0,1,2,0,1,0,1,1,-3.326137
1,0,1,1,1,0,1,1,0,2,0,1,0,2,0,-3.187157
1,0,0,2,1,0,1,1,0,2,0,1,2,0,0,-3.138187
2,2,0,0,0,0,0,0,1,3,0,0,3,0,0,-3.210917
0,3,0,1,0,1,0,0,2,1,0,0,3,0,0,-3.102637
0,2,0,2,0,1,1,0,1,1,0,0,3,0,0,-3.190967
0,0,0,3,1,3,1,0,0,0,0,0,3,0,0,-3.049767
2,1,1,0,0,0,1,0,1,2,0,1,2,0,0,-3.116227
2,2,0,0,0,0,0,0,3,1,1,0,2,0,0,-3.135907
2,1,1,0,0,0,1,1,0,2,0,0,2,1,0,-3.161537
2,0,0,2,0,1,1,0,0,2,0,0,2,0,1,-3.224567
1,1,0,2,0,1,1,0,0,2,0,0,2,0,1,-3.211997
1,0,0,2,1,0,0,2,0,2,1,1,1,0,0,-3.117517
0,1,1,0,2,1,0,0,1,2,0,1,1,1,0,-3.070677
2,0,1,0,1,1,0,0,2,1,0,1,1,0,1,-3.463617
0,1,0,2,1,1,1,0,1,1,0,1,1,0,1,-3.107347
0,1,2,1,0,2,0,1,0,1,0,1,1,1,0,-3.281497
2,2,0,0,0,0,0,1,0,3,0,0,0,3,0,-3.182687
2,0,0,0,2,0,1,2,1,0,0,0,0,3,0,-3.058387
1,0,1,0,2,1,1,1,1,0,0,0,0,3,0,-3.051747
0,0,3,0,1,3,1,0,0,0,0,0,0,3,0,-3.365347
1,1,2,0,0,0,1,0,1,2,0,0,1,2,0,-3.472657
1,1,1,0,1,2,0,0,1,1,0,1,0,2,0,-3.528377
1,1,1,1,0,0,1,0,1,2,1,0,0,2,0,-3.501887
3,0,1,0,0,0,1,1,1,1,0,0,0,2,1,-3.148167
2,1,1,0,0,0,1,1,1,1,0,0,0,2,1,-3.125867
1,2,0,1,0,1,0,2,0,1,0,0,2,1,0,-3.099537
1,2,1,0,0,0,0,1,1,2,0,1,1,1,0,-3.109257
0,3,1,0,0,0,1,0,1,2,1,0,1,1,0,-3.108437
2,2,0,0,0,0,1,1,0,2,1,0,1,1,0,-3.168237
3,1,0,0,0,0,1,2,0,1,0,0,1,1,1,-3.394147
1,2,1,0,0,0,0,1,2,1,0,0,0,0,3,-3.107147
2,1,1,0,0,0,1,1,1,1,0,0,0,0,3,-3.126347
1,2,1,0,0,1,0,2,1,0,0,0,0,0,3,-3.098557
0,1,0,3,0,3,0,1,0,0,0,0,0,0,3,-3.058937
1,2,1,0,0,0,1,1,1,1,0,0,0,1,2,-3.106747
1,0,0,2,1,0,2,1,0,1,0,0,1,0,2,-3.090737
2,1,1,0,0,0,1,0,3,0,0,1,0,0,2,-3.108427
1,1,0,2,0,0,1,2,0,1,1,0,0,0,2,-3.121557
0,2,1,1,0,1,1,2,0,0,1,0,0,0,2,-3.515517
2,0,0,1,1,1,1,1,0,1,0,0,1,1,1,-3.2111425
1,0,3,0,0,0,2,0,1,1,0,1,0,1,1,-3.2693279
1,1,1,1,0,0,1,1,0,2,1,0,0,1,1,-3.518377
0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-3.3228006
1,2,0,0,1,0,1,0,3,0,0,0,2,0,1,-3.097587
4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,-3.414867
0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,-3.183805
0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,-3.699017
0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,-2.845097
0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,-3.215347
